Title,Summary,MainContent,Image,Price,ListingID,Field2,Type
Bakery - Cafe - Wholesale - Retail - Takeaway,"Bakery - Cafe - Takeaway -  Wholesale and retail bakery specialising in pretzels, pies, sourdoughs and European breads.   Very well established business comprising of approximately $9000 per week wholesale  from hotels, restaurants and caterers located from Castle Hill to SYDNEY CBD.,   balance retail sales.   This bakery has its own unique bakery products that other bakeries do not have. Sells 8-10 kilos of coffee per week.Renovated back in 2019 .Financial figures available for serious buyers .","Key Features: Bakery - Nett  $4500 pw - Cafe - Wholesale - Retail - Upper North Shore 											State: NSW																							Suburb: 													West Pymble, 2073																																		Location: Prime street front location in a small shopping strip and close to local schools  in The Upper North Shore .											Established: 21											Purchased: 2007 -->																																																																																																							Description 										Bakery - Cafe - Takeaway -  Wholesale and retail bakery specialising in pretzels, pies, sourdoughs and European breads.   Very well established business comprising of approximately $9000 per week wholesale  from hotels, restaurants and caterers located from Castle Hill to SYDNEY CBD.,   balance retail sales.   This bakery has its own unique bakery products that other bakeries do not have. Sells 8-10 kilos of coffee per week.Renovated back in 2019 .Financial figures available for serious buyers .																		Summary 																			Features: Unique products.Well known within the hotel industry for quality of products.    Only 2 owners in 20 years.     Very low rent.										Potential: Increase sales of niche products to retail and wholesale clients through marketing and online exposure.     Opportunity to increase sales through hotels, restaurants, delicatessens, catering/function centres. Increase coffee sales 										Premises: This business has an area of approx. 130 sq.mts.										Trading Hours: 7 days -  Mon.  to Fri. -   6.30 a.m to 4.30 p.m.  -  Sat.  and  Sun. -  6.30 a.m  to 2 p.m.										Lease: Currently month to month - New lease should be available    Current bond is $6376.33 										Employees: 1 working owner  5 bakers plus delivery drivers.										Sale Reason: Family commitments and other ventures.										Comments: Equipment includes walk- in coolroom,  freezers,  10 deck oven,  3 mixers,  1 Hobart mixer, 2 group coffee machine, 1 new cake display fridge and 1 cake carousel.    Van not included in price.										A new 2 group coffee machine is fully owned and purchased in July 2020 for $15,000.																																																								Disclaimer: Please note that the business information provided may be affected by COVID-19. Please speak to your broker for more information.,&nbsp;Add to Favourites,Weekly Summary																																										Figures include GST unless stated otherwise																																																																								Weekly Takings																																		$22,000																																																																								Cost of Goods																																		$6,600																																																																								Gross Profit																																		$15,400																																																																								Rent (ex GST)																																		$1,100																																																																								Wages																																		$5,000																																																																																	Telephone																																		$100																																																																								Insurance																																		$250																																																																								Electricity																																		$400																																																																																	Misc1																																		$3,050																																																																																	Coffee Kilos P/W																																		10																																																																								Total Expenses																																		$9,900																																																																								Estimated Stock (Additional)																																		$10,000,Net Profit																																					$5,500																																																																		Price																																															$220,000																																									+ Estimated SAV $10,000,&nbsp;Add to Favourites																																						&nbsp;Print",https://sbx.com.au/img/HQ/Bakery/bigstock-Arrangement-With-Bakery-Produc-265885906.jpg,"$220,000",F2385,"<span class=""title is-6"">Key Features: </span><span class=""is-6"">Bakery - Nett  $4500 pw - Cafe - Wholesale - Retail - Upper North Shore </span></p>											<p><span class=""title is-6"">State: </span><span class=""is-6"">NSW</span></p>																							<p><span class=""title is-6"">Suburb: </span><span class=""is-6"">													West Pymble, 2073												</span></p>																						<p><span class=""title is-6"">Location: </span><span class=""is-6"">Prime street front location in a small shopping strip and close to local schools  in The Upper North Shore .</span></p>											<!-- <p><span class=""title is-6"">Established: </span><span class=""is-6"">21</span></p>											<p><span class=""title is-6"">Purchased: </span><span class=""is-6"">2007</span></p> -->																					</div>										<div class=""column is-6 is-12-touch is-12-print listing-image"">																							<img src=""https://sbx.com.au/img/HQ/Bakery/bigstock-Arrangement-With-Bakery-Produc-265885906.jpg"" shenjian-fields="""">																					</div>									</div>									<div class=""dont-break"">										<h4 class=""title is-5"">Description </h4>										<p class=""is-5"" shenjian-fields="""">Bakery - Cafe - Takeaway -  Wholesale and retail bakery specialising in pretzels, pies, sourdoughs and European breads.   Very well established business comprising of approximately $9000 per week wholesale  from hotels, restaurants and caterers located from Castle Hill to SYDNEY CBD.,   balance retail sales.   This bakery has its own unique bakery products that other bakeries do not have. Sells 8-10 kilos of coffee per week.Renovated back in 2019 .Financial figures available for serious buyers .</p>									</div>									<h4 class=""title is-5"">Summary </h4>									<ul>										<li><span class=""has-text-weight-semibold"">Features</span>: Unique products.Well known within the hotel industry for quality of products.    Only 2 owners in 20 years.     Very low rent.</li>										<li><span class=""has-text-weight-semibold"">Potential</span>: Increase sales of niche products to retail and wholesale clients through marketing and online exposure.     Opportunity to increase sales through hotels, restaurants, delicatessens, catering/function centres. Increase coffee sales </li>										<li><span class=""has-text-weight-semibold"">Premises</span>: This business has an area of approx. 130 sq.mts.</li>										<li><span class=""has-text-weight-semibold"">Trading Hours</span>: 7 days -  Mon.  to Fri. -   6.30 a.m to 4.30 p.m.  -  Sat.  and  Sun. -  6.30 a.m  to 2 p.m.</li>										<li><span class=""has-text-weight-semibold"">Lease</span>: Currently month to month - New lease should be available    Current bond is $6376.33 </li>										<li><span class=""has-text-weight-semibold"">Employees</span>: 1 working owner  5 bakers plus delivery drivers.</li>										<li><span class=""has-text-weight-semibold"">Sale Reason</span>: Family commitments and other ventures.</li>										<li><span class=""has-text-weight-semibold"">Comments</span>: Equipment includes walk- in coolroom,  freezers,  10 deck oven,  3 mixers,  1 Hobart mixer, 2 group coffee machine, 1 new cake display fridge and 1 cake carousel.    Van not included in price.										<br>A new 2 group coffee machine is fully owned and purchased in July 2020 for $15,000.																				</li>,<!-- fasvourites -->																				<button class=""button is-fullwidth toggle-favourite is-danger is-outlined"" saved=""0"" type=""button"" sbx_id=""F2385"" id=""selection_F2385"">											<i class=""fa fa-heart""></i>&nbsp;Add to Favourites										</button>,<h3 class=""title is-5 has-text-centered"">Weekly Summary</h3>									<div class=""columns"">										<div class=""column"">																							<span class=""is-size-12"">Figures include GST unless stated otherwise</span>																					</div>									</div>																			<div class=""columns"">											<div class=""column"">												<h4 class=""title is-6"">Weekly Takings</h4>											</div>											<div class=""column"">												<h4 class=""subtitle is-6"">$22,000</h4>											</div>										</div>																												<div class=""columns"">											<div class=""column"">												<h4 class=""title is-6"">Cost of Goods</h4>											</div>											<div class=""column"">												<h4 class=""subtitle is-6"">$6,600</h4>											</div>										</div>																												<div class=""columns"">											<div class=""column"">												<h4 class=""title is-6"">Gross Profit</h4>											</div>											<div class=""column"">												<h4 class=""subtitle is-6"">$15,400</h4>											</div>										</div>																												<div class=""columns"">											<div class=""column is-6-mobile"">												<h4 class=""title is-6"">Rent (ex GST)</h4>											</div>											<div class=""column is-6-mobile"">												<h4 class=""subtitle is-6"">$1,100</h4>											</div>										</div>																												<div class=""columns"">											<div class=""column"">												<h4 class=""title is-6"">Wages</h4>											</div>											<div class=""column"">												<h4 class=""subtitle is-6"">$5,000</h4>											</div>										</div>																																					<div class=""columns"">											<div class=""column"">												<h4 class=""title is-6"">Telephone</h4>											</div>											<div class=""column"">												<h4 class=""subtitle is-6"">$100</h4>											</div>										</div>																												<div class=""columns"">											<div class=""column"">												<h4 class=""title is-6"">Insurance</h4>											</div>											<div class=""column"">												<h4 class=""subtitle is-6"">$250</h4>											</div>										</div>																												<div class=""columns"">											<div class=""column"">												<h4 class=""title is-6"">Electricity</h4>											</div>											<div class=""column"">												<h4 class=""subtitle is-6"">$400</h4>											</div>										</div>																																					<div class=""columns"">											<div class=""column"">												<h4 class=""title is-6"">Misc1</h4>											</div>											<div class=""column"">												<h4 class=""subtitle is-6"">$3,050</h4>											</div>										</div>																																					<div class=""columns"">											<div class=""column"">												<h4 class=""title is-6"">Coffee Kilos P/W</h4>											</div>											<div class=""column"">												<h4 class=""subtitle is-6"">10</h4>											</div>										</div>																												<div class=""columns"">											<div class=""column"">												<h4 class=""title is-6"">Total Expenses</h4>											</div>											<div class=""column"">												<h4 class=""subtitle is-6"">$9,900</h4>											</div>										</div>																												<div class=""columns"">											<div class=""column"">												<h4 class=""title is-6"">Estimated Stock (Additional)</h4>											</div>											<div class=""column"">												<h4 class=""subtitle is-6"">$10,000</h4>											</div>										</div>,<div class=""listing-price"">																					<div class=""columns price"">												<div class=""column is-6-mobile"">													<h4 class=""title is-4 has-text-white"">Net Profit</h4>												</div>												<div class=""column is-6-mobile"">													<h4 class=""title is-4 has-text-white has-text-right"" style=""width: 100%"">$5,500</h4>												</div>											</div>																				<div class=""columns price"">											<div class=""column is-6-mobile"">												<h2 class=""title  is-4 has-text-white"">Price</h2>											</div>											<div class=""column is-6-mobile"">												<h2 class=""title is-4 has-text-white has-text-right"" style=""width: 100%"" shenjian-fields="""">													$220,000																											<br>														<span class=""is-size-6"">+ Estimated SAV $10,000</span>																																					</h2>											</div>										</div>									</div>,<div class=""column is-6"">										<button class=""button is-fullwidth toggle-favourite is-danger is-outlined"" saved=""0"" type=""button"" sbx_id=""F2385"" id=""selection_F2385"" style=""margin-top: 1rem"">											<i class=""fa fa-heart""></i>&nbsp;Add to Favourites										</button>									</div>									<div class=""column is-6"">										<div class=""button is-fullwidth is-hidden-print"" style=""margin-top: 1rem"" id="""" onclick=""window.print()""><i class=""fa fa-print""></i>&nbsp;Print</div>									</div>",bakery
Newsagency - Retail,"Newsagency selling newspapers,   magazines,   cigarettes,   stationery,   bus tickets,    groceries, milk,   drinks,   cards,   stamps,   gifts,   toys & games,   ice cream,   confectionery, photo copying & fax etc.  -  Air conditioned.    -  24 hour security base system. -   2019 financial year Commission income was $73,944 (Lotto $62,504)","Key Features: Newsagency -  Retail - Profit $3,566 pw  South West Sydney - 1/2 days on weekend											State: NSW																						Location: Situated in busy South West business street with lots of passing trade.											Established: 											Purchased: 2007 -->																																																																																																							Description 										Newsagency selling newspapers,   magazines,   cigarettes,   stationery,   bus tickets,    groceries, milk,   drinks,   cards,   stamps,   gifts,   toys &amp; games,   ice cream,   confectionery, photo copying &amp; fax etc.  -  Air conditioned.    -  24 hour security base system. -   2019 financial year Commission income was $73,944 (Lotto $62,504) 																		Summary 																			Features: Full financial reports.  -  Busy location.  -  Very solid business.  -  Very low rent.										Potential: Suits owner operators										Premises: This business has an area of 100 m2 and is in excellent condition.       Plus 40m2 storage.										Trading Hours: 7 days -  Mon. - Fri. -  6:00 a.m. -  6:00 p.m. -    Sat. - 6:00 a.m. - 1:00 p.m. -     Sun. -  6:00 a.m. - 12:00 p.m.										Lease: 5 + 5 years lease commenced March,2012 -   4%  increases -  3 months bond. - New lease available to approved purchaser.										Employees:  2 owners										Sale Reason: Other business venture										Comments: Very very low rent which includes outgoings.     -    Must inspect  -   Full financial report.  - Fixtures are included in the selling price. - Anew $15k lottery upgrade is due and this will be done by the current owner and the cost is included in the selling price.																																																																		Disclaimer: Please note that the business information provided may be affected by COVID-19. Please speak to your broker for more information.,&nbsp;Add to Favourites,Weekly Summary																																										Figures include GST unless stated otherwise																																																																								Weekly Takings																																		$10,422																																																																								Cost of Goods																																		$6,120																																																																								Gross Profit																																		$4,302																																																																								Rent (ex GST)																																		$442																																																																																										Telephone																																		$28																																																																								Insurance																																		$67																																																																								Electricity																																		$80																																																																																	Misc1																																		$119																																																																																										Total Expenses																																		$736																																																																								Estimated Stock (Additional)																																		$30,000																																																																								Equipment (Included)																																		$50,000,Net Profit																																					$3,566																																																																		Price																																															$115,000																																									+ Estimated SAV $30,000,&nbsp;Add to Favourites																																						&nbsp;Print",https://sbx.com.au/img/HQ/Newsagency/bigstock-Close-Up-Of-Old-English-Dictio-155321582.jpg,"$115,000",SM1232,"<span class=""title is-6"">Key Features: </span><span class=""is-6"">Newsagency -  Retail - Profit $3,566 pw  South West Sydney - 1/2 days on weekend</span></p>											<p><span class=""title is-6"">State: </span><span class=""is-6"">NSW</span></p>																						<p><span class=""title is-6"">Location: </span><span class=""is-6"">Situated in busy South West business street with lots of passing trade.</span></p>											<!-- <p><span class=""title is-6"">Established: </span><span class=""is-6""></span></p>											<p><span class=""title is-6"">Purchased: </span><span class=""is-6"">2007</span></p> -->																					</div>										<div class=""column is-6 is-12-touch is-12-print listing-image"">																							<img src=""https://sbx.com.au/img/HQ/Newsagency/bigstock-Close-Up-Of-Old-English-Dictio-155321582.jpg"" shenjian-fields="""">																					</div>									</div>									<div class=""dont-break"">										<h4 class=""title is-5"">Description </h4>										<p class=""is-5"" shenjian-fields="""">Newsagency selling newspapers,   magazines,   cigarettes,   stationery,   bus tickets,    groceries, milk,   drinks,   cards,   stamps,   gifts,   toys &amp; games,   ice cream,   confectionery, photo copying &amp; fax etc.  -  Air conditioned.    -  24 hour security base system. -   2019 financial year Commission income was $73,944 (Lotto $62,504) </p>									</div>									<h4 class=""title is-5"">Summary </h4>									<ul>										<li><span class=""has-text-weight-semibold"">Features</span>: Full financial reports.  -  Busy location.  -  Very solid business.  -  Very low rent.</li>										<li><span class=""has-text-weight-semibold"">Potential</span>: Suits owner operators</li>										<li><span class=""has-text-weight-semibold"">Premises</span>: This business has an area of 100 m2 and is in excellent condition.       Plus 40m2 storage.</li>										<li><span class=""has-text-weight-semibold"">Trading Hours</span>: 7 days -  Mon. - Fri. -  6:00 a.m. -  6:00 p.m. -    Sat. - 6:00 a.m. - 1:00 p.m. -     Sun. -  6:00 a.m. - 12:00 p.m.</li>										<li><span class=""has-text-weight-semibold"">Lease</span>: 5 + 5 years lease commenced March,2012 -   4%  increases -  3 months bond. - New lease available to approved purchaser.</li>										<li><span class=""has-text-weight-semibold"">Employees</span>:  2 owners</li>										<li><span class=""has-text-weight-semibold"">Sale Reason</span>: Other business venture</li>										<li><span class=""has-text-weight-semibold"">Comments</span>: Very very low rent which includes outgoings.     -    Must inspect  -   Full financial report.  - Fixtures are included in the selling price. - Anew $15k lottery upgrade is due and this will be done by the current owner and the cost is included in the selling price.																														</li>,<!-- fasvourites -->																				<button class=""button is-fullwidth toggle-favourite is-danger is-outlined"" saved=""0"" type=""button"" sbx_id=""SM1232"" id=""selection_SM1232"">											<i class=""fa fa-heart""></i>&nbsp;Add to Favourites										</button>,<h3 class=""title is-5 has-text-centered"">Weekly Summary</h3>									<div class=""columns"">										<div class=""column"">																							<span class=""is-size-12"">Figures include GST unless stated otherwise</span>																					</div>									</div>																			<div class=""columns"">											<div class=""column"">												<h4 class=""title is-6"">Weekly Takings</h4>											</div>											<div class=""column"">												<h4 class=""subtitle is-6"">$10,422</h4>											</div>										</div>																												<div class=""columns"">											<div class=""column"">												<h4 class=""title is-6"">Cost of Goods</h4>											</div>											<div class=""column"">												<h4 class=""subtitle is-6"">$6,120</h4>											</div>										</div>																												<div class=""columns"">											<div class=""column"">												<h4 class=""title is-6"">Gross Profit</h4>											</div>											<div class=""column"">												<h4 class=""subtitle is-6"">$4,302</h4>											</div>										</div>																												<div class=""columns"">											<div class=""column is-6-mobile"">												<h4 class=""title is-6"">Rent (ex GST)</h4>											</div>											<div class=""column is-6-mobile"">												<h4 class=""subtitle is-6"">$442</h4>											</div>										</div>																																														<div class=""columns"">											<div class=""column"">												<h4 class=""title is-6"">Telephone</h4>											</div>											<div class=""column"">												<h4 class=""subtitle is-6"">$28</h4>											</div>										</div>																												<div class=""columns"">											<div class=""column"">												<h4 class=""title is-6"">Insurance</h4>											</div>											<div class=""column"">												<h4 class=""subtitle is-6"">$67</h4>											</div>										</div>																												<div class=""columns"">											<div class=""column"">												<h4 class=""title is-6"">Electricity</h4>											</div>											<div class=""column"">												<h4 class=""subtitle is-6"">$80</h4>											</div>										</div>																																					<div class=""columns"">											<div class=""column"">												<h4 class=""title is-6"">Misc1</h4>											</div>											<div class=""column"">												<h4 class=""subtitle is-6"">$119</h4>											</div>										</div>																																														<div class=""columns"">											<div class=""column"">												<h4 class=""title is-6"">Total Expenses</h4>											</div>											<div class=""column"">												<h4 class=""subtitle is-6"">$736</h4>											</div>										</div>																												<div class=""columns"">											<div class=""column"">												<h4 class=""title is-6"">Estimated Stock (Additional)</h4>											</div>											<div class=""column"">												<h4 class=""subtitle is-6"">$30,000</h4>											</div>										</div>																												<div class=""columns"">											<div class=""column"">												<h4 class=""title is-6"">Equipment (Included)</h4>											</div>											<div class=""column"">												<h4 class=""subtitle is-6"">$50,000</h4>											</div>										</div>,<div class=""listing-price"">																					<div class=""columns price"">												<div class=""column is-6-mobile"">													<h4 class=""title is-4 has-text-white"">Net Profit</h4>												</div>												<div class=""column is-6-mobile"">													<h4 class=""title is-4 has-text-white has-text-right"" style=""width: 100%"">$3,566</h4>												</div>											</div>																				<div class=""columns price"">											<div class=""column is-6-mobile"">												<h2 class=""title  is-4 has-text-white"">Price</h2>											</div>											<div class=""column is-6-mobile"">												<h2 class=""title is-4 has-text-white has-text-right"" style=""width: 100%"" shenjian-fields="""">													$115,000																											<br>														<span class=""is-size-6"">+ Estimated SAV $30,000</span>																																					</h2>											</div>										</div>									</div>,<div class=""column is-6"">										<button class=""button is-fullwidth toggle-favourite is-danger is-outlined"" saved=""0"" type=""button"" sbx_id=""SM1232"" id=""selection_SM1232"" style=""margin-top: 1rem"">											<i class=""fa fa-heart""></i>&nbsp;Add to Favourites										</button>									</div>									<div class=""column is-6"">										<div class=""button is-fullwidth is-hidden-print"" style=""margin-top: 1rem"" id="""" onclick=""window.print()""><i class=""fa fa-print""></i>&nbsp;Print</div>									</div>",Newsagency
Chinese Cuisine - Restaurant,"Restaurant serving Chinese cuisine,   chicken,   beef,   soup,   liquor and soft drinks etc.  - Full kitchen  -    Large dining area with 120 seats. -  walk-in cool room. -   Full kitchen. - Licenced","Key Features:  Sales $23,000 pw - Chinese Cuisine - South Coast NSW - Profit $8,213 pw											State: NSW																						Location: Situated at large local shopping centre facing car park and street.											Established: 1986											Purchased: 2006 -->																																																																																																							Description 										Restaurant serving Chinese cuisine,   chicken,   beef,   soup,   liquor and soft drinks etc.  - Full kitchen  -    Large dining area with 120 seats. -  walk-in cool room. -   Full kitchen. - Licenced																		Summary 																			Features: Excellent street front location with ample parking. -   Very profitable. - Low rent.										Potential: Could add live seafood.    -  Suit owner operator or investor.   -     Do promotions to develop home delivery.. 										Premises: This business has an area of 200 sq.mts. and was recently refurbished in year 2019 at a  cost over $150,000.										Trading Hours: 7 days -     11:30 a.m. -  10:30 p.m.										Lease: New 7 year lease  from March. 2019. -   3% C.P.I. increases.   -   3 months bond.										Employees: 2 owners + 2 fulltimers + casuals 										Sale Reason: Moving back to Sydney.										Comments: Very profitable.        Rent includes all outgoings and water. -Misc. -1 - Admin, Accountant, repairs etc.																																																																		Disclaimer: Please note that the business information provided may be affected by COVID-19. Please speak to your broker for more information.,&nbsp;Add to Favourites,Weekly Summary																																										Figures include GST unless stated otherwise																																																																								Weekly Takings																																		$23,000																																																																								Cost of Goods																																		$7,900																																																																								Gross Profit																																		$15,100																																																																								Rent (ex GST)																																		$1,400																																																																								Wages																																		$4,500																																																																																	Telephone																																		$50																																																																								Insurance																																		$82																																																																								Electricity																																		$260																																																																								Gas																																		$195																																																																								Misc1																																		$400																																																																																										Total Expenses																																		$6,887																																																																								Estimated Stock (Additional)																																		$45,000,Net Profit																																					$8,213																																																																		Price																																															$500,000																																									+ Estimated SAV $45,000,&nbsp;Add to Favourites																																						&nbsp;Print",https://sbx.com.au/img/HQ/Restaurants/bigstock-asianfood6.jpg,"$500,000",SM1247,"<span class=""title is-6"">Key Features: </span><span class=""is-6""> Sales $23,000 pw - Chinese Cuisine - South Coast NSW - Profit $8,213 pw</span></p>											<p><span class=""title is-6"">State: </span><span class=""is-6"">NSW</span></p>																						<p><span class=""title is-6"">Location: </span><span class=""is-6"">Situated at large local shopping centre facing car park and street.</span></p>											<!-- <p><span class=""title is-6"">Established: </span><span class=""is-6"">1986</span></p>											<p><span class=""title is-6"">Purchased: </span><span class=""is-6"">2006</span></p> -->																					</div>										<div class=""column is-6 is-12-touch is-12-print listing-image"">																							<img src=""https://sbx.com.au/img/HQ/Restaurants/bigstock-asianfood6.jpg"" shenjian-fields="""">																					</div>									</div>									<div class=""dont-break"">										<h4 class=""title is-5"">Description </h4>										<p class=""is-5"" shenjian-fields="""">Restaurant serving Chinese cuisine,   chicken,   beef,   soup,   liquor and soft drinks etc.  - Full kitchen  -    Large dining area with 120 seats. -  walk-in cool room. -   Full kitchen. - Licenced</p>									</div>									<h4 class=""title is-5"">Summary </h4>									<ul>										<li><span class=""has-text-weight-semibold"">Features</span>: Excellent street front location with ample parking. -   Very profitable. - Low rent.</li>										<li><span class=""has-text-weight-semibold"">Potential</span>: Could add live seafood.    -  Suit owner operator or investor.   -     Do promotions to develop home delivery.. </li>										<li><span class=""has-text-weight-semibold"">Premises</span>: This business has an area of 200 sq.mts. and was recently refurbished in year 2019 at a  cost over $150,000.</li>										<li><span class=""has-text-weight-semibold"">Trading Hours</span>: 7 days -     11:30 a.m. -  10:30 p.m.</li>										<li><span class=""has-text-weight-semibold"">Lease</span>: New 7 year lease  from March. 2019. -   3% C.P.I. increases.   -   3 months bond.</li>										<li><span class=""has-text-weight-semibold"">Employees</span>: 2 owners + 2 fulltimers + casuals </li>										<li><span class=""has-text-weight-semibold"">Sale Reason</span>: Moving back to Sydney.</li>										<li><span class=""has-text-weight-semibold"">Comments</span>: Very profitable.        Rent includes all outgoings and water. -Misc. -1 - Admin, Accountant, repairs etc.																														</li>,<!-- fasvourites -->																				<button class=""button is-fullwidth toggle-favourite is-danger is-outlined"" saved=""0"" type=""button"" sbx_id=""SM1247"" id=""selection_SM1247"">											<i class=""fa fa-heart""></i>&nbsp;Add to Favourites										</button>,<h3 class=""title is-5 has-text-centered"">Weekly Summary</h3>									<div class=""columns"">										<div class=""column"">																							<span class=""is-size-12"">Figures include GST unless stated otherwise</span>																					</div>									</div>																			<div class=""columns"">											<div class=""column"">												<h4 class=""title is-6"">Weekly Takings</h4>											</div>											<div class=""column"">												<h4 class=""subtitle is-6"">$23,000</h4>											</div>										</div>																												<div class=""columns"">											<div class=""column"">												<h4 class=""title is-6"">Cost of Goods</h4>											</div>											<div class=""column"">												<h4 class=""subtitle is-6"">$7,900</h4>											</div>										</div>																												<div class=""columns"">											<div class=""column"">												<h4 class=""title is-6"">Gross Profit</h4>											</div>											<div class=""column"">												<h4 class=""subtitle is-6"">$15,100</h4>											</div>										</div>																												<div class=""columns"">											<div class=""column is-6-mobile"">												<h4 class=""title is-6"">Rent (ex GST)</h4>											</div>											<div class=""column is-6-mobile"">												<h4 class=""subtitle is-6"">$1,400</h4>											</div>										</div>																												<div class=""columns"">											<div class=""column"">												<h4 class=""title is-6"">Wages</h4>											</div>											<div class=""column"">												<h4 class=""subtitle is-6"">$4,500</h4>											</div>										</div>																																					<div class=""columns"">											<div class=""column"">												<h4 class=""title is-6"">Telephone</h4>											</div>											<div class=""column"">												<h4 class=""subtitle is-6"">$50</h4>											</div>										</div>																												<div class=""columns"">											<div class=""column"">												<h4 class=""title is-6"">Insurance</h4>											</div>											<div class=""column"">												<h4 class=""subtitle is-6"">$82</h4>											</div>										</div>																												<div class=""columns"">											<div class=""column"">												<h4 class=""title is-6"">Electricity</h4>											</div>											<div class=""column"">												<h4 class=""subtitle is-6"">$260</h4>											</div>										</div>																												<div class=""columns"">											<div class=""column"">												<h4 class=""title is-6"">Gas</h4>											</div>											<div class=""column"">												<h4 class=""subtitle is-6"">$195</h4>											</div>										</div>																												<div class=""columns"">											<div class=""column"">												<h4 class=""title is-6"">Misc1</h4>											</div>											<div class=""column"">												<h4 class=""subtitle is-6"">$400</h4>											</div>										</div>																																														<div class=""columns"">											<div class=""column"">												<h4 class=""title is-6"">Total Expenses</h4>											</div>											<div class=""column"">												<h4 class=""subtitle is-6"">$6,887</h4>											</div>										</div>																												<div class=""columns"">											<div class=""column"">												<h4 class=""title is-6"">Estimated Stock (Additional)</h4>											</div>											<div class=""column"">												<h4 class=""subtitle is-6"">$45,000</h4>											</div>										</div>,<div class=""listing-price"">																					<div class=""columns price"">												<div class=""column is-6-mobile"">													<h4 class=""title is-4 has-text-white"">Net Profit</h4>												</div>												<div class=""column is-6-mobile"">													<h4 class=""title is-4 has-text-white has-text-right"" style=""width: 100%"">$8,213</h4>												</div>											</div>																				<div class=""columns price"">											<div class=""column is-6-mobile"">												<h2 class=""title  is-4 has-text-white"">Price</h2>											</div>											<div class=""column is-6-mobile"">												<h2 class=""title is-4 has-text-white has-text-right"" style=""width: 100%"" shenjian-fields="""">													$500,000																											<br>														<span class=""is-size-6"">+ Estimated SAV $45,000</span>																																					</h2>											</div>										</div>									</div>,<div class=""column is-6"">										<button class=""button is-fullwidth toggle-favourite is-danger is-outlined"" saved=""0"" type=""button"" sbx_id=""SM1247"" id=""selection_SM1247"" style=""margin-top: 1rem"">											<i class=""fa fa-heart""></i>&nbsp;Add to Favourites										</button>									</div>									<div class=""column is-6"">										<div class=""button is-fullwidth is-hidden-print"" style=""margin-top: 1rem"" id="""" onclick=""window.print()""><i class=""fa fa-print""></i>&nbsp;Print</div>									</div>",Chinese Cuisine
